gene gene_id gene_type chromosome start_position end_position pLI gene_midpoint
AUNIP ENSG00000127423 protein_coding 1 26158414 26185903 3.4534000000000005e-09 26172158.0
PAQR7 ENSG00000182749 protein_coding 1 26187701 26197744 0.00028797 26192722.0
STMN1 ENSG00000117632 protein_coding 1 26210672 26233482 0.075244 26222077.0
PAFAH2 ENSG00000158006 protein_coding 1 26286258 26324648 3.8282e-09 26305453.0
EXTL1 ENSG00000158008 protein_coding 1 26346375 26362955 7.3142e-12 26354665.0
SLC30A2 ENSG00000158014 protein_coding 1 26363743 26372624 0.08088300000000001 26368183.0
TRIM63 ENSG00000158022 protein_coding 1 26377795 26394927 4.3041000000000003e-13 26386361.0
PDIK1L ENSG00000175087 protein_coding 1 26437664 26452034 0.26436 26444849.0
FAM110D ENSG00000197245 protein_coding 1 26485511 26489119 0.39402 26487315.0
ZNF593 ENSG00000142684 protein_coding 1 26496362 26498551 0.00066476 26497456.0
CNKSR1 ENSG00000142675 protein_coding 1 26503894 26516377 4.288999999999999e-30 26510135.0
CATSPER4 ENSG00000188782 protein_coding 1 26517052 26529459 5.7136e-11 26523255.0
CEP85 ENSG00000130695 protein_coding 1 26560691 26605299 0.00027043 26582995.0
SH3BGRL3 ENSG00000142669 protein_coding 1 26605667 26608007 0.149 26606837.0
UBXN11 ENSG00000158062 protein_coding 1 26607819 26644854 1.3973e-13 26626336.0
CD52 ENSG00000169442 protein_coding 1 26644448 26647014 0.40281999999999996 26645731.0
AIM1L ENSG00000176092 protein_coding 1 26648350 26680621 9.7435e-12 26664485.0
ZNF683 ENSG00000176083 protein_coding 1 26688125 26701013 1.1234000000000001e-07 26694569.0
LIN28A ENSG00000131914 protein_coding 1 26737269 26756213 0.019369 26746741.0
DHDDS ENSG00000117682 protein_coding 1 26758773 26797785 0.24533000000000002 26778279.0
HMGN2 ENSG00000198830 protein_coding 1 26798941 26802463 0.86341 26800702.0
RPS6KA1 ENSG00000117676 protein_coding 1 26856252 26901521 0.0019055999999999997 26878886.0
ARID1A ENSG00000117713 protein_coding 1 27022524 27108595 1.0 27065559.0
PIGV ENSG00000060642 protein_coding 1 27113963 27124889 1.5130999999999998e-08 27119426.0
ZDHHC18 ENSG00000204160 protein_coding 1 27153201 27184093 0.0024010999999999998 27168647.0
SFN ENSG00000175793 protein_coding 1 27189633 27190947 0.36544 27190290.0
GPN2 ENSG00000142751 protein_coding 1 27202624 27216788 0.014240000000000001 27209706.0
GPATCH3 ENSG00000198746 protein_coding 1 27216979 27226957 6.3952e-14 27221968.0
NR0B2 ENSG00000131910 protein_coding 1 27237980 27240457 8.3377e-06 27239218.0
NUDC ENSG00000090273 protein_coding 1 27226729 27273353 0.88682 27250041.0
C1orf172 ENSG00000175707 protein_coding 1 27276053 27286897 0.15422 27281475.0
TRNP1 ENSG00000253368 protein_coding 1 27320198 27327389 0.3788 27323793.0
FAM46B ENSG00000158246 protein_coding 1 27331511 27339327 0.18261 27335419.0
SLC9A1 ENSG00000090020 protein_coding 1 27425306 27493472 0.7904899999999999 27459389.0
WDTC1 ENSG00000142784 protein_coding 1 27561007 27635110 0.99915 27598058.0
TMEM222 ENSG00000186501 protein_coding 1 27648651 27662891 3.9417e-06 27655771.0
SYTL1 ENSG00000142765 protein_coding 1 27668513 27680421 1.1537000000000001e-11 27674467.0
MAP3K6 ENSG00000142733 protein_coding 1 27681675 27693383 1.0531999999999999e-16 27687529.0
FCN3 ENSG00000142748 protein_coding 1 27695603 27701315 0.0038008000000000004 27698459.0
CD164L2 ENSG00000174950 protein_coding 1 27705666 27709870 1.1451e-05 27707768.0
GPR3 ENSG00000181773 protein_coding 1 27719148 27722318 0.00026263 27720733.0
WASF2 ENSG00000158195 protein_coding 1 27730730 27816669 0.97567 27773699.0
AHDC1 ENSG00000126705 protein_coding 1 27860546 27930942 1.0 27895744.0
FGR ENSG00000000938 protein_coding 1 27938575 27961788 0.48408 27950181.0
IFI6 ENSG00000126709 protein_coding 1 27992572 27998729 0.013731 27995650.0
FAM76A ENSG00000009780 protein_coding 1 28052490 28089633 1.0407e-05 28071061.0
STX12 ENSG00000117758 protein_coding 1 28099694 28150963 0.95624 28125328.0
PPP1R8 ENSG00000117751 protein_coding 1 28157289 28178187 0.9879100000000001 28167738.0
THEMIS2 ENSG00000130775 protein_coding 1 28199055 28213196 0.0020207000000000003 28206125.0
RPA2 ENSG00000117748 protein_coding 1 28218035 28241257 0.50461 28229646.0
SMPDL3B ENSG00000130768 protein_coding 1 28261504 28285668 2.4146e-09 28273586.0
XKR8 ENSG00000158156 protein_coding 1 28285973 28294607 4.0749e-08 28290290.0
EYA3 ENSG00000158161 protein_coding 1 28296855 28415207 0.99702 28356031.0
PTAFR ENSG00000169403 protein_coding 1 28473677 28520447 0.24231999999999998 28497062.0
DNAJC8 ENSG00000126698 protein_coding 1 28525967 28559536 0.050961 28542751.0
ATPIF1 ENSG00000130770 protein_coding 1 28562620 28573417 0.00010367 28568018.0
SESN2 ENSG00000130766 protein_coding 1 28586038 28609002 4.1912e-07 28597520.0
MED18 ENSG00000130772 protein_coding 1 28655513 28662476 0.00015906 28658994.0
PHACTR4 ENSG00000204138 protein_coding 1 28696114 28826881 2.8359e-06 28761497.0
RCC1 ENSG00000180198 protein_coding 1 28832455 28865812 0.93109 28849133.0
TRNAU1AP ENSG00000180098 protein_coding 1 28879597 28905051 0.00024398 28892324.0
RAB42 ENSG00000188060 protein_coding 1 28918712 28921955 0.0029709 28920333.0
TAF12 ENSG00000120656 protein_coding 1 28915835 28969597 0.9500799999999999 28942716.0
GMEB1 ENSG00000162419 protein_coding 1 28995244 29045865 0.98549 29020554.0
YTHDF2 ENSG00000198492 protein_coding 1 29063133 29096287 0.9994299999999999 29079710.0
OPRD1 ENSG00000116329 protein_coding 1 29138654 29190208 0.0033233000000000004 29164431.0
EPB41 ENSG00000159023 protein_coding 1 29213603 29446553 3.5941999999999996e-05 29330078.0
TMEM200B ENSG00000253304 protein_coding 1 29445940 29450447 0.0018333 29448193.0
SRSF4 ENSG00000116350 protein_coding 1 29474255 29508499 0.86723 29491377.0
MECR ENSG00000116353 protein_coding 1 29519385 29557454 2.2332e-05 29538419.0
PTPRU ENSG00000060656 protein_coding 1 29563028 29653325 0.39250999999999997 29608176.0
MATN1 ENSG00000162510 protein_coding 1 31184124 31196434 0.0025559000000000003 31190279.0
LAPTM5 ENSG00000162511 protein_coding 1 31205316 31230667 0.90044 31217991.0
SDC3 ENSG00000162512 protein_coding 1 31342314 31381608 0.41455 31361961.0
PUM1 ENSG00000134644 protein_coding 1 31404353 31538838 1.0 31471595.0
NKAIN1 ENSG00000084628 protein_coding 1 31652592 31712401 0.24678000000000003 31682496.0
SNRNP40 ENSG00000060688 protein_coding 1 31732417 31769662 0.85265 31751039.0
ZCCHC17 ENSG00000121766 protein_coding 1 31769842 31837783 0.0052857 31803812.0
FABP3 ENSG00000121769 protein_coding 1 31838472 31849697 0.44326000000000004 31844084.0
SERINC2 ENSG00000168528 protein_coding 1 31882412 31907525 3.9153e-13 31894968.0
TINAGL1 ENSG00000142910 protein_coding 1 32042116 32053288 0.00032933 32047702.0
HCRTR1 ENSG00000121764 protein_coding 1 32083287 32098119 0.00017378 32090703.0
PEF1 ENSG00000162517 protein_coding 1 32095463 32110497 0.00015066 32102980.0
COL16A1 ENSG00000084636 protein_coding 1 32117848 32169920 2.9030999999999998e-24 32143884.0
BAI2 ENSG00000121753 protein_coding 1 32192718 32230494 0.99982 32211606.0
SPOCD1 ENSG00000134668 protein_coding 1 32256023 32281652 2.491e-12 32268837.0
PTP4A2 ENSG00000184007 protein_coding 1 32372022 32410457 0.96626 32391239.0
KHDRBS1 ENSG00000121774 protein_coding 1 32479430 32526451 0.99423 32502940.0
TMEM39B ENSG00000121775 protein_coding 1 32537632 32568467 0.0065082 32553049.0
KPNA6 ENSG00000025800 protein_coding 1 32573639 32642169 0.9994 32607904.0
TXLNA ENSG00000084652 protein_coding 1 32645287 32663886 0.99731 32654586.0
CCDC28B ENSG00000160050 protein_coding 1 32665987 32670988 3.2253000000000004e-09 32668487.0
IQCC ENSG00000160051 protein_coding 1 32671236 32674288 4.0474e-09 32672762.0
DCDC2B ENSG00000222046 protein_coding 1 32674695 32681797 2.0422e-08 32678246.0
TMEM234 ENSG00000160055 protein_coding 1 32680073 32687972 4.7801e-08 32684022.0
EIF3I ENSG00000084623 protein_coding 1 32687529 32697205 0.9493 32692367.0
FAM167B ENSG00000183615 protein_coding 1 32712834 32714457 0.00077413 32713645.0
LCK ENSG00000182866 protein_coding 1 32716840 32751766 0.99926 32734303.0
HDAC1 ENSG00000116478 protein_coding 1 32757687 32799236 0.61427 32778461.0
MARCKSL1 ENSG00000175130 protein_coding 1 32799433 32801980 0.014253 32800706.0
TSSK3 ENSG00000162526 protein_coding 1 32817122 32829913 0.057013 32823517.0
FAM229A ENSG00000225828 protein_coding 1 32826871 32829879 0.080917 32828375.0
BSDC1 ENSG00000160058 protein_coding 1 32830704 32860332 0.02408 32845518.0
ZBTB8B ENSG00000273274 protein_coding 1 32930670 32962287 0.0012500999999999999 32946478.0
ZBTB8A ENSG00000160062 protein_coding 1 33005028 33071540 0.004289899999999999 33038284.0
ZBTB8OS ENSG00000176261 protein_coding 1 33065773 33116504 0.7054199999999999 33091138.0
RBBP4 ENSG00000162521 protein_coding 1 33116743 33151812 0.99565 33134277.0
SYNC ENSG00000162520 protein_coding 1 33145507 33169197 1.8569e-05 33157352.0
KIAA1522 ENSG00000162522 protein_coding 1 33207486 33240571 0.026864999999999997 33224028.0
YARS ENSG00000134684 protein_coding 1 33240840 33283754 0.0010047 33262297.0
S100PBP ENSG00000116497 protein_coding 1 33282368 33324476 0.94509 33303422.0
FNDC5 ENSG00000160097 protein_coding 1 33327869 33338083 0.5458 33332976.0
HPCA ENSG00000121905 protein_coding 1 33351595 33364042 0.6783 33357818.0
TMEM54 ENSG00000121900 protein_coding 1 33360195 33367039 0.0030921 33363617.0
RNF19B ENSG00000116514 protein_coding 1 33402046 33430286 0.9237200000000001 33416166.0
AK2 ENSG00000004455 protein_coding 1 33473585 33546597 6.2706e-05 33510091.0
ADC ENSG00000142920 protein_coding 1 33546705 33586131 8.870700000000001e-07 33566418.0
TRIM62 ENSG00000116525 protein_coding 1 33611003 33647660 3.1787e-08 33629331.0
ZNF362 ENSG00000160094 protein_coding 1 33722146 33766320 0.94115 33744233.0
A3GALT2 ENSG00000184389 protein_coding 1 33772367 33786699 1.2823e-10 33779533.0
PHC2 ENSG00000134686 protein_coding 1 33789224 33896653 0.5464100000000001 33842938.0
ZSCAN20 ENSG00000121903 protein_coding 1 33938246 33962107 0.00048141 33950176.0
HMGB4 ENSG00000176256 protein_coding 1 34326076 34330392 0.0043479999999999994 34328234.0
C1orf94 ENSG00000142698 protein_coding 1 34632484 34684732 0.009320700000000001 34658608.0
GJB5 ENSG00000189280 protein_coding 1 35220648 35224113 1.3704000000000001e-05 35222380.0
GJB4 ENSG00000189433 protein_coding 1 35225342 35229325 0.00055114 35227333.0
GJB3 ENSG00000188910 protein_coding 1 35246790 35251970 0.0021767 35249380.0
SMIM12 ENSG00000163866 protein_coding 1 35178338 35325417 0.56679 35251877.0
GJA4 ENSG00000187513 protein_coding 1 35258599 35261348 0.055777 35259973.0
DLGAP3 ENSG00000116544 protein_coding 1 35331037 35395186 0.99998 35363111.0
ZMYM6NB ENSG00000243749 protein_coding 1 35447136 35450954 0.22054 35449045.0
ZMYM6 ENSG00000163867 protein_coding 1 35449523 35497569 6.2703e-13 35473546.0
ZMYM1 ENSG00000197056 protein_coding 1 35525387 35581460 1.317e-08 35553423.0
SFPQ ENSG00000116560 protein_coding 1 35641979 35658749 0.99992 35650364.0
ZMYM4 ENSG00000146463 protein_coding 1 35734568 35887659 1.0 35811113.0
KIAA0319L ENSG00000142687 protein_coding 1 35899091 36023551 0.0012186 35961321.0
NCDN ENSG00000020129 protein_coding 1 36023074 36032875 0.99964 36027974.0
TFAP2E ENSG00000116819 protein_coding 1 36038971 36060929 2.4455e-05 36049950.0
PSMB2 ENSG00000126067 protein_coding 1 36067185 36107445 0.9139700000000001 36087315.0
C1orf216 ENSG00000142686 protein_coding 1 36179476 36185073 0.0013436 36182274.0
CLSPN ENSG00000092853 protein_coding 1 36185819 36235568 0.0025864 36210693.0
AGO4 ENSG00000134698 protein_coding 1 36273773 36323491 0.9999 36298632.0
AGO1 ENSG00000092847 protein_coding 1 36335409 36395211 1.0 36365310.0
AGO3 ENSG00000126070 protein_coding 1 36396319 36538101 0.99997 36467210.0
TEKT2 ENSG00000092850 protein_coding 1 36549676 36553876 7.4313e-12 36551776.0
ADPRHL2 ENSG00000116863 protein_coding 1 36554476 36559533 0.00057514 36557004.0
COL8A2 ENSG00000171812 protein_coding 1 36560837 36590821 0.11765 36575829.0
TRAPPC3 ENSG00000054116 protein_coding 1 36602173 36615098 0.25083 36608635.0
MAP7D1 ENSG00000116871 protein_coding 1 36621180 36646450 0.9919899999999999 36633815.0
THRAP3 ENSG00000054118 protein_coding 1 36690017 36770958 0.99998 36730487.0
SH3D21 ENSG00000214193 protein_coding 1 36771988 36790484 8.7925e-12 36781236.0
EVA1B ENSG00000142694 protein_coding 1 36787632 36789755 0.72896 36788693.0
STK40 ENSG00000196182 protein_coding 1 36805225 36851497 0.99624 36828361.0
LSM10 ENSG00000181817 protein_coding 1 36856839 36863493 0.0040741 36860166.0
OSCP1 ENSG00000116885 protein_coding 1 36881428 36916086 7.031699999999999e-10 36898757.0
MRPS15 ENSG00000116898 protein_coding 1 36921319 36930038 5.0041e-10 36925678.0
CSF3R ENSG00000119535 protein_coding 1 36931644 36948879 1.5225000000000002e-10 36940261.0
GRIK3 ENSG00000163873 protein_coding 1 37261128 37499730 0.99998 37380429.0
ZC3H12A ENSG00000163874 protein_coding 1 37940153 37949980 0.14015 37945066.0
MEAF6 ENSG00000163875 protein_coding 1 37958176 37980375 0.12785 37969275.0
SNIP1 ENSG00000163877 protein_coding 1 38000050 38019903 0.42167 38009976.0
DNALI1 ENSG00000163879 protein_coding 1 38022520 38032458 4.1201e-11 38027489.0
GNL2 ENSG00000134697 protein_coding 1 38032417 38061536 6.52e-05 38046976.0
RSPO1 ENSG00000169218 protein_coding 1 38076951 38100595 1.4418000000000001e-06 38088773.0
C1orf109 ENSG00000116922 protein_coding 1 38147242 38157914 1.4731e-06 38152578.0
CDCA8 ENSG00000134690 protein_coding 1 38158090 38175391 0.007165100000000001 38166740.0
EPHA10 ENSG00000183317 protein_coding 1 38179552 38230805 1.2428e-26 38205178.0
MANEAL ENSG00000185090 protein_coding 1 38259474 38266809 0.004939 38263141.0
YRDC ENSG00000196449 protein_coding 1 38268616 38273857 0.0021750999999999997 38271236.0
C1orf122 ENSG00000197982 protein_coding 1 38272651 38275126 0.14325 38273888.0
MTF1 ENSG00000188786 protein_coding 1 38275239 38325292 0.9689700000000001 38300265.0
INPP5B ENSG00000204084 protein_coding 1 38326369 38412729 5.048700000000001e-16 38369549.0
SF3A3 ENSG00000183431 protein_coding 1 38422647 38456593 1.0 38439620.0
FHL3 ENSG00000183386 protein_coding 1 38462442 38471278 0.0017791 38466860.0
UTP11L ENSG00000183520 protein_coding 1 38474930 38490496 1.0932e-07 38482713.0
POU3F1 ENSG00000185668 protein_coding 1 38509523 38512450 0.5646899999999999 38510986.0
RRAGC ENSG00000116954 protein_coding 1 39303870 39325495 0.9753799999999999 39314682.0
MYCBP ENSG00000214114 protein_coding 1 39328636 39347289 0.84451 39337962.0
GJA9 ENSG00000131233 protein_coding 1 39330175 39347289 4.6528e-12 39338732.0
RHBDL2 ENSG00000158315 protein_coding 1 39351479 39407471 8.9365e-08 39379475.0
AKIRIN1 ENSG00000174574 protein_coding 1 39456895 39471731 0.79347 39464313.0
NDUFS5 ENSG00000168653 protein_coding 1 39491990 39500308 0.026413 39496149.0
MACF1 ENSG00000127603 protein_coding 1 39546988 39952849 1.0 39749918.0
BMP8A ENSG00000183682 protein_coding 1 39957318 39991607 1.9786e-06 39974462.0
PABPC4 ENSG00000090621 protein_coding 1 40026488 40042462 0.99905 40034475.0
HEYL ENSG00000163909 protein_coding 1 40089825 40105617 3.2662e-07 40097721.0
NT5C1A ENSG00000116981 protein_coding 1 40124793 40137710 8.335e-05 40131251.0
HPCAL4 ENSG00000116983 protein_coding 1 40144320 40157361 3.2705e-05 40150840.0
PPIE ENSG00000084072 protein_coding 1 40157854 40229586 0.72832 40193720.0
OXCT2 ENSG00000198754 protein_coding 1 40235195 40237020 2.7337e-07 40236107.0
BMP8B ENSG00000116985 protein_coding 1 40222854 40254533 0.0001897 40238693.0
TRIT1 ENSG00000043514 protein_coding 1 40306723 40349183 4.0895000000000005e-11 40327953.0
MYCL ENSG00000116990 protein_coding 1 40361098 40367928 0.11550999999999999 40364513.0
MFSD2A ENSG00000168389 protein_coding 1 40420802 40435638 0.011025 40428220.0
CAP1 ENSG00000131236 protein_coding 1 40505905 40538321 0.019816999999999998 40522113.0
PPT1 ENSG00000131238 protein_coding 1 40538379 40563375 4.862e-05 40550877.0
RLF ENSG00000117000 protein_coding 1 40627045 40706593 1.0 40666819.0
TMCO2 ENSG00000188800 protein_coding 1 40711619 40717363 5.4723000000000004e-05 40714491.0
ZMPSTE24 ENSG00000084073 protein_coding 1 40723779 40759856 8.870200000000001e-16 40741817.0
COL9A2 ENSG00000049089 protein_coding 1 40766159 40783488 1.0453e-08 40774823.0
SMAP2 ENSG00000084070 protein_coding 1 40810522 40888998 0.017751 40849760.0
ZFP69B ENSG00000187801 protein_coding 1 40915774 40929390 5.0197e-13 40922582.0
ZFP69 ENSG00000187815 protein_coding 1 40942887 40962015 1.5454e-08 40952451.0
EXO5 ENSG00000164002 protein_coding 1 40974413 40982228 2.2661e-05 40978320.0
ZNF684 ENSG00000117010 protein_coding 1 40997233 41013841 3.7374e-08 41005537.0
RIMS3 ENSG00000117016 protein_coding 1 41086351 41131329 0.00014932 41108840.0
NFYC ENSG00000066136 protein_coding 1 41157320 41237275 0.10847000000000001 41197297.0
KCNQ4 ENSG00000117013 protein_coding 1 41249684 41306124 0.46798999999999996 41277904.0
CITED4 ENSG00000179862 protein_coding 1 41326729 41328018 0.34638 41327373.0
CTPS1 ENSG00000171793 protein_coding 1 41445007 41478235 0.99259 41461621.0
SLFNL1 ENSG00000171790 protein_coding 1 41481269 41488909 3.8491e-05 41485089.0
SCMH1 ENSG00000010803 protein_coding 1 41492872 41707826 8.6107e-06 41600349.0
FOXO6 ENSG00000204060 protein_coding 1 41827594 41849262 0.40546 41838428.0
EDN2 ENSG00000127129 protein_coding 1 41944446 41950344 0.060323 41947395.0
HIVEP3 ENSG00000127124 protein_coding 1 41972036 42501596 0.90584 42236816.0
GUCA2B ENSG00000044012 protein_coding 1 42619092 42621495 0.38097 42620293.0
GUCA2A ENSG00000197273 protein_coding 1 42628362 42630389 0.28692 42629375.0
FOXJ3 ENSG00000198815 protein_coding 1 42642210 42801548 0.99598 42721879.0
RIMKLA ENSG00000177181 protein_coding 1 42846466 42888249 0.00063057 42867357.0
ZMYND12 ENSG00000066185 protein_coding 1 42896000 42921938 4.084e-05 42908969.0
PPCS ENSG00000127125 protein_coding 1 42921788 42939056 0.0080389 42930422.0
CCDC30 ENSG00000186409 protein_coding 1 42929001 43120335 1.4579e-17 43024668.0
PPIH ENSG00000171960 protein_coding 1 43124096 43142429 7.4626e-05 43133262.0
YBX1 ENSG00000065978 protein_coding 1 43148098 43168020 0.9464600000000001 43158059.0
CLDN19 ENSG00000164007 protein_coding 1 43198764 43205925 0.0049681000000000005 43202344.0
LEPRE1 ENSG00000117385 protein_coding 1 43212006 43232755 2.2869000000000002e-20 43222380.0
C1orf50 ENSG00000164008 protein_coding 1 43232940 43263968 0.026595 43248454.0
CCDC23 ENSG00000177868 protein_coding 1 43272723 43282954 0.0011347999999999998 43277838.0
ERMAP ENSG00000164010 protein_coding 1 43282795 43310660 4.9067e-10 43296727.0
ZNF691 ENSG00000164011 protein_coding 1 43312280 43318148 0.8237200000000001 43315214.0
SLC2A1 ENSG00000117394 protein_coding 1 43391052 43424530 0.9941 43407791.0
FAM183A ENSG00000186973 protein_coding 1 43610824 43622067 0.041627 43616445.0
WDR65 ENSG00000243710 protein_coding 1 43637820 43720029 1.0541e-12 43678924.0
EBNA1BP2 ENSG00000117395 protein_coding 1 43629846 43736607 1.3667999999999999e-09 43683226.0
TMEM125 ENSG00000179178 protein_coding 1 43735665 43739673 1.0028e-06 43737669.0
C1orf210 ENSG00000253313 protein_coding 1 43747554 43751288 0.00017017 43749421.0
TIE1 ENSG00000066056 protein_coding 1 43766664 43788779 1.2446e-19 43777721.0
MPL ENSG00000117400 protein_coding 1 43803478 43818443 4.0718999999999996e-09 43810960.0
CDC20 ENSG00000117399 protein_coding 1 43824626 43828874 3.0001e-07 43826750.0
ELOVL1 ENSG00000066322 protein_coding 1 43829068 43833696 0.67897 43831382.0
MED8 ENSG00000159479 protein_coding 1 43849588 43855479 2.844e-06 43852533.0
SZT2 ENSG00000198198 protein_coding 1 43855553 43918321 2.3263e-14 43886937.0
PTPRF ENSG00000142949 protein_coding 1 43990858 44089343 1.0 44040100.0
